,0
253,cubic
254,cubic
255,cubic
256,cubic
257,cubic
258,tetragonal
259,orthorhombic
260,orthorhombic
261,orthorhombic
262,cubic
263,cubic
264,cubic
265,cubic
266,cubic
267,orthorhombic
268,cubic
269,cubic
270,orthorhombic
271,orthorhombic
272,orthorhombic
273,cubic
274,cubic
275,orthorhombic
276,orthorhombic
277,rhombohedral
278,orthorhombic
279,rhombohedral
280,cubic
281,cubic
282,orthorhombic
283,cubic
284,orthorhombic
285,cubic
286,cubic
287,orthorhombic
288,cubic
289,orthorhombic
290,cubic
291,orthorhombic
292,cubic
293,cubic
294,orthorhombic
295,orthorhombic
296,cubic
297,orthorhombic
298,cubic
299,orthorhombic
300,cubic
301,cubic
302,cubic
303,cubic
304,cubic
305,cubic
306,rhombohedral
307,orthorhombic
308,cubic
309,orthorhombic
310,orthorhombic
311,cubic
312,orthorhombic
313,cubic
314,orthorhombic
315,orthorhombic
316,cubic
317,cubic
318,cubic
319,cubic
320,orthorhombic
321,cubic
322,cubic
323,cubic
324,orthorhombic
325,cubic
326,cubic
327,cubic
328,orthorhombic
329,cubic
330,cubic
331,cubic
332,cubic
333,cubic
334,orthorhombic
335,cubic
336,cubic
337,orthorhombic
338,cubic
339,cubic
340,orthorhombic
341,cubic
342,rhombohedral
343,orthorhombic
344,cubic
345,rhombohedral
346,cubic
347,cubic
348,orthorhombic
349,orthorhombic
350,orthorhombic
351,orthorhombic
352,cubic
353,cubic
354,cubic
355,cubic
356,cubic
357,orthorhombic
358,orthorhombic
359,orthorhombic
360,cubic
361,cubic
362,cubic
363,cubic
364,orthorhombic
365,orthorhombic
366,orthorhombic
367,tetragonal
368,orthorhombic
369,orthorhombic
370,cubic
371,rhombohedral
372,cubic
373,cubic
374,orthorhombic
375,cubic
376,cubic
377,orthorhombic
378,orthorhombic
379,cubic
380,cubic
381,cubic
382,cubic
383,cubic
384,orthorhombic
385,orthorhombic
386,orthorhombic
387,orthorhombic
388,cubic
389,cubic
390,cubic
391,orthorhombic
392,cubic
393,orthorhombic
394,cubic
395,orthorhombic
396,rhombohedral
397,cubic
398,cubic
399,cubic
400,rhombohedral
401,cubic
402,cubic
403,cubic
404,orthorhombic
405,orthorhombic
406,cubic
407,orthorhombic
408,cubic
409,cubic
410,cubic
411,orthorhombic
412,cubic
413,cubic
414,cubic
415,cubic
416,orthorhombic
417,cubic
418,rhombohedral
419,cubic
420,cubic
421,cubic
422,orthorhombic
423,cubic
424,cubic
425,orthorhombic
426,cubic
427,orthorhombic
428,orthorhombic
429,cubic
430,rhombohedral
431,orthorhombic
432,orthorhombic
433,cubic
434,orthorhombic
435,cubic
436,tetragonal
437,cubic
438,cubic
439,orthorhombic
440,orthorhombic
441,cubic
442,cubic
443,cubic
444,cubic
445,cubic
446,cubic
447,cubic
448,orthorhombic
449,cubic
450,cubic
451,cubic
452,cubic
453,cubic
454,cubic
455,orthorhombic
456,cubic
457,cubic
458,cubic
459,orthorhombic
460,cubic
461,orthorhombic
462,cubic
463,orthorhombic
464,cubic
465,cubic
466,cubic
467,cubic
468,cubic
469,orthorhombic
470,cubic
471,orthorhombic
472,orthorhombic
473,cubic
474,cubic
475,tetragonal
476,rhombohedral
477,orthorhombic
478,cubic
479,cubic
480,orthorhombic
481,cubic
482,orthorhombic
483,rhombohedral
484,cubic
485,cubic
486,tetragonal
487,cubic
488,cubic
489,cubic
490,cubic
491,orthorhombic
492,cubic
493,cubic
494,tetragonal
495,cubic
496,rhombohedral
497,cubic
498,cubic
499,cubic
500,orthorhombic
501,orthorhombic
502,cubic
503,orthorhombic
504,cubic
505,orthorhombic
506,orthorhombic
507,rhombohedral
508,cubic
509,orthorhombic
510,cubic
511,cubic
512,cubic
513,cubic
514,tetragonal
515,cubic
516,cubic
517,cubic
518,orthorhombic
519,tetragonal
520,cubic
521,orthorhombic
522,cubic
523,orthorhombic
524,cubic
525,cubic
526,orthorhombic
527,rhombohedral
528,orthorhombic
529,cubic
530,cubic
531,orthorhombic
532,orthorhombic
533,orthorhombic
534,cubic
535,cubic
536,cubic
537,cubic
538,cubic
539,orthorhombic
540,cubic
541,rhombohedral
542,orthorhombic
543,cubic
544,orthorhombic
545,cubic
546,orthorhombic
547,cubic
548,orthorhombic
549,cubic
550,cubic
551,orthorhombic
552,cubic
553,rhombohedral
554,cubic
555,orthorhombic
556,orthorhombic
557,cubic
558,cubic
559,orthorhombic
560,tetragonal
561,cubic
562,cubic
563,cubic
564,cubic
565,cubic
566,cubic
567,cubic
568,orthorhombic
569,orthorhombic
570,cubic
571,cubic
572,orthorhombic
573,cubic
574,rhombohedral
575,cubic
576,orthorhombic
577,rhombohedral
578,cubic
579,cubic
580,orthorhombic
581,cubic
582,cubic
583,orthorhombic
584,cubic
585,cubic
586,cubic
587,orthorhombic
588,orthorhombic
589,orthorhombic
590,rhombohedral
591,orthorhombic
592,cubic
593,cubic
594,cubic
595,cubic
596,tetragonal
597,orthorhombic
598,cubic
599,cubic
600,cubic
601,orthorhombic
602,orthorhombic
603,cubic
604,orthorhombic
605,rhombohedral
606,cubic
607,cubic
608,cubic
609,cubic
610,cubic
611,cubic
612,orthorhombic
613,cubic
614,cubic
615,tetragonal
616,orthorhombic
617,orthorhombic
618,cubic
619,orthorhombic
620,cubic
621,cubic
622,cubic
623,cubic
624,cubic
625,cubic
626,cubic
627,orthorhombic
628,orthorhombic
629,cubic
630,cubic
631,orthorhombic
632,cubic
633,cubic
634,orthorhombic
635,cubic
636,cubic
637,cubic
638,rhombohedral
639,cubic
640,cubic
641,cubic
642,cubic
643,cubic
644,cubic
645,cubic
646,orthorhombic
647,cubic
648,cubic
649,cubic
650,cubic
651,orthorhombic
652,cubic
653,orthorhombic
654,orthorhombic
655,cubic
656,cubic
657,cubic
658,orthorhombic
659,cubic
660,orthorhombic
661,cubic
662,orthorhombic
663,cubic
664,orthorhombic
665,cubic
666,cubic
667,cubic
668,cubic
669,cubic
670,orthorhombic
671,orthorhombic
672,cubic
673,orthorhombic
674,orthorhombic
675,cubic
676,orthorhombic
677,cubic
678,orthorhombic
679,cubic
680,rhombohedral
681,cubic
682,orthorhombic
683,orthorhombic
684,orthorhombic
685,cubic
686,orthorhombic
687,cubic
688,orthorhombic
689,cubic
690,orthorhombic
691,cubic
692,orthorhombic
693,orthorhombic
694,orthorhombic
695,cubic
696,cubic
697,cubic
698,orthorhombic
699,cubic
700,cubic
701,cubic
702,orthorhombic
703,orthorhombic
704,cubic
705,cubic
706,orthorhombic
707,tetragonal
708,cubic
709,cubic
710,orthorhombic
711,cubic
712,cubic
713,rhombohedral
714,orthorhombic
715,cubic
716,cubic
717,rhombohedral
718,rhombohedral
719,orthorhombic
720,cubic
721,orthorhombic
722,rhombohedral
723,cubic
724,orthorhombic
725,orthorhombic
726,rhombohedral
727,cubic
728,cubic
729,cubic
730,tetragonal
731,cubic
732,cubic
733,cubic
734,orthorhombic
735,cubic
736,cubic
737,cubic
738,cubic
739,cubic
740,cubic
741,cubic
742,orthorhombic
743,rhombohedral
744,orthorhombic
745,orthorhombic
746,cubic
747,orthorhombic
748,orthorhombic
749,orthorhombic
750,rhombohedral
751,cubic
752,orthorhombic
753,orthorhombic
754,cubic
755,orthorhombic
756,cubic
757,tetragonal
758,orthorhombic
759,cubic
760,cubic
761,cubic
762,tetragonal
763,orthorhombic
764,orthorhombic
765,cubic
766,orthorhombic
767,cubic
768,orthorhombic
769,orthorhombic
770,cubic
771,cubic
772,cubic
773,orthorhombic
774,cubic
775,orthorhombic
776,cubic
777,cubic
778,cubic
779,tetragonal
780,cubic
781,orthorhombic
782,cubic
783,orthorhombic
784,cubic
785,cubic
786,orthorhombic
787,cubic
788,cubic
789,rhombohedral
790,orthorhombic
791,cubic
792,cubic
793,cubic
794,orthorhombic
795,cubic
796,orthorhombic
797,tetragonal
798,orthorhombic
799,cubic
800,cubic
801,orthorhombic
802,orthorhombic
803,cubic
804,orthorhombic
805,orthorhombic
806,rhombohedral
807,cubic
808,cubic
809,orthorhombic
810,orthorhombic
811,cubic
812,cubic
813,orthorhombic
814,cubic
815,cubic
816,cubic
817,orthorhombic
818,orthorhombic
819,cubic
820,cubic
821,orthorhombic
822,cubic
823,cubic
824,cubic
825,cubic
826,cubic
827,cubic
828,cubic
829,cubic
830,cubic
831,orthorhombic
832,orthorhombic
833,cubic
834,cubic
835,orthorhombic
836,orthorhombic
837,cubic
838,orthorhombic
839,orthorhombic
840,cubic
841,orthorhombic
842,cubic
843,cubic
844,orthorhombic
845,cubic
846,cubic
847,cubic
848,orthorhombic
849,cubic
850,orthorhombic
851,cubic
852,cubic
853,orthorhombic
854,cubic
855,cubic
856,cubic
857,orthorhombic
858,orthorhombic
859,orthorhombic
860,cubic
861,cubic
862,cubic
863,cubic
864,cubic
865,cubic
866,orthorhombic
867,cubic
868,cubic
869,cubic
870,orthorhombic
871,orthorhombic
872,cubic
873,cubic
874,cubic
875,cubic
876,orthorhombic
877,orthorhombic
878,orthorhombic
879,cubic
880,cubic
881,cubic
882,orthorhombic
883,cubic
884,cubic
885,cubic
886,orthorhombic
887,cubic
888,cubic
889,cubic
890,cubic
891,orthorhombic
892,cubic
893,cubic
894,cubic
895,orthorhombic
896,cubic
897,cubic
898,orthorhombic
899,orthorhombic
900,cubic
901,cubic
902,orthorhombic
903,orthorhombic
904,cubic
905,orthorhombic
906,orthorhombic
907,cubic
908,cubic
909,cubic
910,orthorhombic
911,cubic
912,cubic
913,cubic
914,tetragonal
915,cubic
916,cubic
917,cubic
918,orthorhombic
919,orthorhombic
920,cubic
921,cubic
922,orthorhombic
923,cubic
924,cubic
925,orthorhombic
926,rhombohedral
927,cubic
928,cubic
929,cubic
930,cubic
931,orthorhombic
932,cubic
933,cubic
934,cubic
935,orthorhombic
936,cubic
937,cubic
938,cubic
939,cubic
940,cubic
941,cubic
942,cubic
943,cubic
944,cubic
945,cubic
946,cubic
947,orthorhombic
948,cubic
949,cubic
950,orthorhombic
951,cubic
952,cubic
953,cubic
954,cubic
955,orthorhombic
956,orthorhombic
957,tetragonal
958,rhombohedral
959,cubic
960,cubic
961,cubic
962,cubic
963,cubic
964,cubic
965,cubic
966,cubic
967,cubic
968,cubic
969,cubic
970,cubic
971,cubic
972,orthorhombic
973,cubic
974,cubic
975,cubic
976,cubic
977,orthorhombic
978,cubic
979,orthorhombic
980,orthorhombic
981,cubic
982,cubic
983,cubic
984,cubic
985,orthorhombic
986,orthorhombic
987,cubic
988,cubic
989,orthorhombic
990,cubic
991,orthorhombic
992,cubic
993,cubic
994,orthorhombic
995,orthorhombic
996,cubic
997,orthorhombic
998,orthorhombic
999,orthorhombic
1000,orthorhombic
1001,cubic
1002,cubic
1003,cubic
1004,cubic
1005,cubic
1006,cubic
1007,cubic
1008,orthorhombic
1009,cubic
1010,cubic
1011,cubic
1012,cubic
1013,cubic
1014,cubic
1015,cubic
1016,cubic
1017,rhombohedral
1018,cubic
1019,orthorhombic
1020,orthorhombic
1021,cubic
1022,cubic
1023,cubic
1024,orthorhombic
1025,cubic
1026,orthorhombic
1027,cubic
1028,cubic
1029,cubic
1030,cubic
1031,orthorhombic
1032,orthorhombic
1033,orthorhombic
1034,orthorhombic
1035,cubic
1036,orthorhombic
1037,cubic
1038,orthorhombic
1039,cubic
1040,rhombohedral
1041,rhombohedral
1042,cubic
1043,rhombohedral
1044,cubic
1045,cubic
1046,cubic
1047,orthorhombic
1048,cubic
1049,cubic
1050,cubic
1051,cubic
1052,orthorhombic
1053,cubic
1054,cubic
1055,cubic
1056,cubic
1057,cubic
1058,cubic
1059,cubic
1060,cubic
1061,orthorhombic
1062,cubic
1063,orthorhombic
1064,orthorhombic
1065,orthorhombic
1066,orthorhombic
1067,cubic
1068,orthorhombic
1069,cubic
1070,orthorhombic
1071,cubic
1072,cubic
1073,cubic
1074,orthorhombic
1075,cubic
1076,rhombohedral
1077,orthorhombic
1078,cubic
1079,cubic
1080,cubic
1081,cubic
1082,cubic
1083,rhombohedral
1084,cubic
1085,cubic
1086,orthorhombic
1087,orthorhombic
1088,cubic
1089,cubic
1090,orthorhombic
1091,orthorhombic
1092,cubic
1093,cubic
1094,cubic
1095,rhombohedral
1096,cubic
1097,orthorhombic
1098,cubic
1099,cubic
1100,cubic
1101,cubic
1102,cubic
1103,cubic
1104,cubic
1105,cubic
1106,cubic
1107,orthorhombic
1108,orthorhombic
1109,orthorhombic
1110,rhombohedral
1111,cubic
1112,orthorhombic
1113,orthorhombic
1114,orthorhombic
1115,cubic
1116,rhombohedral
1117,cubic
1118,cubic
1119,cubic
1120,orthorhombic
1121,orthorhombic
1122,cubic
1123,rhombohedral
1124,orthorhombic
1125,cubic
1126,cubic
1127,cubic
1128,orthorhombic
1129,cubic
1130,cubic
1131,orthorhombic
1132,cubic
1133,cubic
1134,cubic
1135,cubic
1136,orthorhombic
1137,cubic
1138,cubic
1139,cubic
1140,rhombohedral
1141,orthorhombic
1142,cubic
1143,orthorhombic
1144,cubic
1145,rhombohedral
1146,orthorhombic
1147,cubic
1148,cubic
1149,orthorhombic
1150,cubic
1151,cubic
1152,cubic
1153,orthorhombic
1154,cubic
1155,cubic
1156,cubic
1157,cubic
1158,cubic
1159,cubic
1160,cubic
1161,cubic
1162,cubic
1163,cubic
1164,rhombohedral
1165,rhombohedral
1166,orthorhombic
1167,rhombohedral
1168,cubic
1169,cubic
1170,rhombohedral
1171,cubic
1172,cubic
1173,rhombohedral
1174,orthorhombic
1175,cubic
1176,cubic
1177,cubic
1178,orthorhombic
1179,orthorhombic
1180,cubic
1181,orthorhombic
1182,cubic
1183,rhombohedral
1184,cubic
1185,orthorhombic
1186,cubic
1187,orthorhombic
1188,rhombohedral
1189,orthorhombic
1190,orthorhombic
1191,cubic
1192,cubic
1193,orthorhombic
1194,cubic
1195,rhombohedral
1196,cubic
1197,cubic
1198,cubic
1199,orthorhombic
1200,cubic
1201,orthorhombic
1202,cubic
1203,cubic
1204,cubic
1205,cubic
1206,orthorhombic
1207,cubic
1208,cubic
1209,cubic
1210,cubic
1211,orthorhombic
1212,cubic
1213,orthorhombic
1214,orthorhombic
1215,cubic
1216,cubic
1217,cubic
1218,orthorhombic
1219,rhombohedral
1220,cubic
1221,cubic
1222,cubic
1223,rhombohedral
1224,orthorhombic
1225,cubic
1226,cubic
1227,orthorhombic
1228,rhombohedral
1229,rhombohedral
1230,cubic
1231,orthorhombic
1232,cubic
1233,cubic
1234,cubic
1235,cubic
1236,cubic
1237,rhombohedral
1238,cubic
1239,cubic
1240,cubic
1241,rhombohedral
1242,orthorhombic
1243,orthorhombic
1244,cubic
1245,orthorhombic
1246,orthorhombic
1247,orthorhombic
1248,tetragonal
1249,tetragonal
1250,cubic
1251,cubic
1252,cubic
1253,orthorhombic
1254,rhombohedral
1255,orthorhombic
1256,cubic
1257,cubic
1258,cubic
1259,cubic
1260,cubic
1261,orthorhombic
1262,cubic
1263,cubic
1264,cubic
1265,rhombohedral
1266,cubic
1267,orthorhombic
1268,orthorhombic
1269,cubic
1270,cubic
1271,cubic
1272,cubic
1273,orthorhombic
1274,orthorhombic
1275,orthorhombic
1276,cubic
1277,cubic
1278,cubic
1279,cubic
1280,rhombohedral
1281,cubic
1282,orthorhombic
1283,tetragonal
1284,orthorhombic
1285,orthorhombic
1286,orthorhombic
1287,orthorhombic
1288,orthorhombic
1289,cubic
1290,orthorhombic
1291,cubic
1292,cubic
1293,orthorhombic
1294,cubic
1295,cubic
1296,rhombohedral
1297,cubic
1298,cubic
1299,rhombohedral
1300,orthorhombic
1301,cubic
1302,cubic
1303,rhombohedral
1304,cubic
1305,cubic
1306,cubic
1307,cubic
1308,orthorhombic
1309,cubic
1310,cubic
1311,cubic
1312,orthorhombic
1313,orthorhombic
1314,orthorhombic
1315,cubic
1316,cubic
1317,cubic
1318,rhombohedral
1319,cubic
1320,cubic
1321,cubic
1322,rhombohedral
1323,cubic
1324,cubic
1325,cubic
1326,cubic
1327,cubic
1328,cubic
1329,orthorhombic
1330,orthorhombic
1331,orthorhombic
1332,cubic
1333,orthorhombic
1334,cubic
1335,cubic
1336,orthorhombic
1337,orthorhombic
1338,cubic
1339,cubic
1340,orthorhombic
1341,cubic
1342,cubic
1343,cubic
1344,cubic
1345,tetragonal
1346,cubic
1347,orthorhombic
1348,cubic
1349,cubic
1350,orthorhombic
1351,cubic
1352,cubic
1353,cubic
1354,cubic
1355,rhombohedral
1356,cubic
1357,orthorhombic
1358,cubic
1359,cubic
1360,orthorhombic
1361,orthorhombic
1362,cubic
1363,cubic
1364,cubic
1365,cubic
1366,tetragonal
1367,cubic
1368,orthorhombic
1369,cubic
1370,orthorhombic
1371,cubic
1372,cubic
1373,cubic
1374,cubic
1375,cubic
1376,cubic
1377,cubic
1378,cubic
1379,cubic
1380,cubic
1381,cubic
1382,cubic
1383,cubic
1384,rhombohedral
1385,cubic
1386,cubic
1387,orthorhombic
1388,orthorhombic
1389,cubic
1390,tetragonal
1391,cubic
1392,cubic
1393,cubic
1394,rhombohedral
1395,orthorhombic
1396,orthorhombic
1397,orthorhombic
1398,cubic
1399,orthorhombic
1400,tetragonal
1401,cubic
1402,orthorhombic
1403,orthorhombic
1404,cubic
1405,cubic
1406,cubic
1407,cubic
1408,cubic
1409,cubic
1410,cubic
1411,cubic
1412,orthorhombic
1413,cubic
1414,cubic
1415,cubic
1416,cubic
1417,orthorhombic
1418,cubic
1419,cubic
1420,rhombohedral
1421,cubic
1422,orthorhombic
1423,cubic
1424,cubic
1425,cubic
1426,cubic
1427,cubic
1428,orthorhombic
1429,cubic
1430,cubic
1431,rhombohedral
1432,orthorhombic
1433,cubic
1434,orthorhombic
1435,orthorhombic
1436,cubic
1437,cubic
1438,cubic
1439,orthorhombic
1440,cubic
1441,orthorhombic
1442,cubic
1443,cubic
1444,orthorhombic
1445,orthorhombic
1446,rhombohedral
1447,orthorhombic
1448,rhombohedral
1449,orthorhombic
1450,tetragonal
1451,cubic
1452,orthorhombic
1453,orthorhombic
1454,orthorhombic
1455,cubic
1456,cubic
1457,cubic
1458,cubic
1459,orthorhombic
1460,orthorhombic
1461,cubic
1462,orthorhombic
1463,orthorhombic
1464,cubic
1465,cubic
1466,orthorhombic
1467,tetragonal
1468,cubic
1469,cubic
1470,rhombohedral
1471,cubic
1472,cubic
1473,orthorhombic
1474,cubic
1475,cubic
1476,cubic
1477,orthorhombic
1478,orthorhombic
1479,orthorhombic
1480,cubic
1481,orthorhombic
1482,cubic
1483,tetragonal
1484,orthorhombic
1485,cubic
1486,cubic
1487,cubic
1488,cubic
1489,cubic
1490,cubic
1491,tetragonal
1492,orthorhombic
1493,orthorhombic
1494,cubic
1495,cubic
1496,cubic
1497,orthorhombic
1498,orthorhombic
1499,cubic
1500,cubic
1501,cubic
1502,cubic
1503,cubic
1504,cubic
1505,rhombohedral
1506,orthorhombic
1507,orthorhombic
1508,cubic
1509,cubic
1510,cubic
1511,cubic
1512,cubic
1513,orthorhombic
1514,cubic
1515,cubic
1516,cubic
1517,cubic
1518,cubic
1519,cubic
1520,cubic
1521,cubic
1522,cubic
1523,cubic
1524,cubic
1525,rhombohedral
1526,rhombohedral
1527,orthorhombic
1528,cubic
1529,cubic
1530,cubic
1531,rhombohedral
1532,cubic
1533,rhombohedral
1534,orthorhombic
1535,cubic
1536,cubic
1537,cubic
1538,cubic
1539,orthorhombic
1540,cubic
1541,orthorhombic
1542,orthorhombic
1543,orthorhombic
1544,orthorhombic
1545,cubic
1546,cubic
1547,cubic
1548,orthorhombic
1549,cubic
1550,orthorhombic
1551,cubic
1552,cubic
1553,cubic
1554,cubic
1555,cubic
1556,orthorhombic
1557,cubic
1558,cubic
1559,cubic
1560,cubic
1561,cubic
1562,cubic
1563,cubic
1564,cubic
1565,cubic
1566,cubic
1567,cubic
1568,tetragonal
1569,cubic
1570,tetragonal
1571,cubic
1572,cubic
1573,cubic
1574,orthorhombic
1575,cubic
1576,tetragonal
1577,orthorhombic
1578,cubic
1579,cubic
1580,cubic
1581,cubic
1582,orthorhombic
1583,cubic
1584,cubic
1585,cubic
1586,cubic
1587,cubic
1588,cubic
1589,orthorhombic
1590,cubic
1591,cubic
1592,orthorhombic
1593,cubic
1594,cubic
1595,orthorhombic
1596,orthorhombic
1597,cubic
1598,cubic
1599,orthorhombic
1600,cubic
1601,orthorhombic
1602,orthorhombic
1603,orthorhombic
1604,cubic
1605,cubic
1606,cubic
1607,cubic
1608,cubic
1609,orthorhombic
1610,cubic
1611,rhombohedral
1612,orthorhombic
1613,cubic
1614,cubic
1615,cubic
1616,orthorhombic
1617,cubic
1618,cubic
1619,orthorhombic
1620,orthorhombic
1621,cubic
1622,cubic
1623,orthorhombic
1624,cubic
1625,cubic
1626,cubic
1627,cubic
1628,rhombohedral
1629,rhombohedral
1630,cubic
1631,cubic
1632,cubic
1633,cubic
1634,cubic
1635,orthorhombic
1636,cubic
1637,cubic
1638,cubic
1639,cubic
1640,cubic
1641,cubic
1642,orthorhombic
1643,cubic
1644,cubic
1645,cubic
1646,cubic
1647,cubic
1648,orthorhombic
1649,cubic
1650,orthorhombic
1651,cubic
1652,orthorhombic
1653,cubic
1654,rhombohedral
1655,cubic
1656,cubic
1657,orthorhombic
1658,orthorhombic
1659,cubic
1660,orthorhombic
1661,cubic
1662,cubic
1663,orthorhombic
1664,cubic
1665,rhombohedral
1666,cubic
1667,orthorhombic
1668,cubic
1669,cubic
1670,orthorhombic
1671,cubic
1672,cubic
1673,cubic
1674,cubic
1675,cubic
1676,orthorhombic
1677,cubic
1678,cubic
1679,cubic
1680,cubic
1681,cubic
1682,orthorhombic
1683,cubic
1684,rhombohedral
1685,cubic
1686,orthorhombic
1687,cubic
1688,cubic
1689,cubic
1690,cubic
1691,cubic
1692,orthorhombic
1693,cubic
1694,orthorhombic
1695,cubic
1696,cubic
1697,cubic
1698,orthorhombic
1699,cubic
1700,orthorhombic
1701,orthorhombic
1702,rhombohedral
1703,cubic
1704,cubic
1705,orthorhombic
1706,cubic
1707,rhombohedral
1708,cubic
1709,cubic
1710,orthorhombic
1711,orthorhombic
1712,cubic
1713,cubic
1714,cubic
1715,orthorhombic
1716,cubic
1717,cubic
1718,orthorhombic
1719,cubic
1720,cubic
1721,cubic
1722,orthorhombic
1723,cubic
1724,cubic
1725,cubic
1726,cubic
1727,cubic
1728,cubic
1729,cubic
1730,cubic
1731,orthorhombic
1732,cubic
1733,cubic
1734,cubic
1735,cubic
1736,cubic
1737,cubic
1738,cubic
1739,orthorhombic
1740,cubic
1741,tetragonal
1742,cubic
1743,cubic
1744,orthorhombic
1745,orthorhombic
1746,cubic
1747,cubic
1748,cubic
1749,rhombohedral
1750,cubic
1751,cubic
1752,cubic
1753,orthorhombic
1754,orthorhombic
1755,cubic
1756,cubic
1757,cubic
1758,orthorhombic
1759,cubic
1760,orthorhombic
1761,orthorhombic
1762,cubic
1763,cubic
1764,cubic
1765,orthorhombic
1766,cubic
1767,cubic
1768,cubic
1769,orthorhombic
1770,cubic
1771,orthorhombic
1772,orthorhombic
1773,cubic
1774,orthorhombic
1775,cubic
1776,cubic
1777,cubic
1778,cubic
1779,cubic
1780,cubic
1781,tetragonal
1782,cubic
1783,orthorhombic
1784,cubic
1785,cubic
1786,cubic
1787,cubic
1788,cubic
1789,rhombohedral
1790,cubic
1791,cubic
1792,cubic
1793,cubic
1794,orthorhombic
1795,cubic
1796,cubic
1797,tetragonal
1798,cubic
1799,cubic
1800,orthorhombic
1801,orthorhombic
1802,cubic
1803,cubic
1804,orthorhombic
1805,cubic
1806,cubic
1807,orthorhombic
1808,rhombohedral
1809,orthorhombic
1810,cubic
1811,rhombohedral
1812,cubic
1813,cubic
1814,cubic
1815,cubic
1816,cubic
1817,cubic
1818,orthorhombic
1819,cubic
1820,orthorhombic
1821,orthorhombic
1822,cubic
1823,rhombohedral
1824,cubic
1825,cubic
1826,rhombohedral
1827,orthorhombic
1828,cubic
1829,cubic
1830,cubic
1831,cubic
1832,cubic
1833,cubic
1834,cubic
1835,cubic
1836,orthorhombic
1837,cubic
1838,cubic
1839,cubic
1840,cubic
1841,orthorhombic
1842,cubic
1843,orthorhombic
